address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
333 NW 9th Ave APT 1502,Portland,OR,97209,3650000,3443.0,2.0,3.0,19,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/333-NW-9th-Ave-APT-1502-Portland-OR-97209/64680522_zpid/
420 NW 11th Ave UNIT 1108,Portland,OR,97209,1249900,1824.0,2.0,2.0,18,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/420-NW-11th-Ave-UNIT-1108-Portland-OR-97209/58474934_zpid/
1310 NW Naito Pkwy UNIT 201,Portland,OR,97209,799000,1495.0,2.0,2.0,20,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1310-NW-Naito-Pkwy-UNIT-201-Portland-OR-97209/2091279800_zpid/
1410 NW Kearney St APT 1111,Portland,OR,97209,2099000,2353.0,2.0,2.0,19,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1410-NW-Kearney-St-APT-1111-Portland-OR-97209/63298490_zpid/
1830 NW Riverscape St APT 100,Portland,OR,97209,399900,741.0,0.0,1.0,17,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1830-NW-Riverscape-St-APT-100-Portland-OR-97209/82336692_zpid/
1410 NW Kearney St APT 610,Portland,OR,97209,789000,1630.0,2.0,2.0,24,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1410-NW-Kearney-St-APT-610-Portland-OR-97209/63263659_zpid/
1125 NW 9th Ave APT 203,Portland,OR,97209,369000,707.0,1.0,1.0,14,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1125-NW-9th-Ave-APT-203-Portland-OR-97209/65675812_zpid/
1631 NW Everett St APT 305,Portland,OR,97209,244900,455.0,0.0,1.0,23,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1631-NW-Everett-St-APT-305-Portland-OR-97209/82338993_zpid/
1926 W Burnside St UNIT 1413,Portland,OR,97209,389000,705.0,1.0,1.0,18,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1926-W-Burnside-St-UNIT-1413-Portland-OR-97209/79897711_zpid/
937 NW Glisan St UNIT 537,Portland,OR,97209,819900,1584.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/937-NW-Glisan-St-UNIT-537-Portland-OR-97209/87758638_zpid/
1310 NW Naito Pkwy UNIT 703,Portland,OR,97209,999000,1696.0,2.0,3.0,21,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1310-NW-Naito-Pkwy-UNIT-703-Portland-OR-97209/2103389357_zpid/
411 NW Flanders St APT 501,Portland,OR,97209,385000,954.0,1.0,1.0,25,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/411-NW-Flanders-St-APT-501-Portland-OR-97209/61788002_zpid/
720 NW Naito Pkwy APT D23,Portland,OR,97209,420000,1049.0,2.0,2.0,17,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/720-NW-Naito-Pkwy-APT-D23-Portland-OR-97209/64581530_zpid/
1926 W Burnside St UNIT 910,Portland,OR,97209,375000,720.0,1.0,1.0,12,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1926-W-Burnside-St-UNIT-910-Portland-OR-97209/79893938_zpid/
1001 NW Lovejoy St UNIT 413,Portland,OR,97209,625000,870.0,1.0,1.0,12,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1001-NW-Lovejoy-St-UNIT-413-Portland-OR-97209/79893414_zpid/
1400 NW Irving St APT 329,Portland,OR,97209,469900,1062.0,1.0,2.0,21,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1400-NW-Irving-St-APT-329-Portland-OR-97209/63350380_zpid/
949 NW Overton St UNIT 302,Portland,OR,97209,1295000,2010.0,2.0,3.0,28,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/949-NW-Overton-St-UNIT-302-Portland-OR-97209/83079999_zpid/
1829 NW Lovejoy St UNIT 208,Portland,OR,97209,299900,618.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1829-NW-Lovejoy-St-UNIT-208-Portland-OR-97209/82337804_zpid/
930 NW Naito Pkwy APT K11,Portland,OR,97209,229900,734.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/930-NW-Naito-Pkwy-APT-K11-Portland-OR-97209/61810405_zpid/
1829 NW Lovejoy St UNIT 312,Portland,OR,97209,164000,275.0,0.0,1.0,130,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1829-NW-Lovejoy-St-UNIT-312-Portland-OR-97209/82344264_zpid/
620 NW Naito Pkwy APT B4,Portland,OR,97209,239000,700.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/620-NW-Naito-Pkwy-APT-B4-Portland-OR-97209/64756266_zpid/
1811 NW Couch St APT 508,Portland,OR,97209,359000,932.0,2.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1811-NW-Couch-St-APT-508-Portland-OR-97209/68353026_zpid/
2058 NW Flanders St APT 6,Portland,OR,97209,429900,1183.0,3.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2058-NW-Flanders-St-APT-6-Portland-OR-97209/2097872575_zpid/
720 NW Naito Pkwy APT D21,Portland,OR,97209,249000,735.0,1.0,1.0,83,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/720-NW-Naito-Pkwy-APT-D21-Portland-OR-97209/64711055_zpid/
20 NW 16th Ave APT 203,Portland,OR,97209,167000,315.0,0.0,1.0,47,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-NW-16th-Ave-APT-203-Portland-OR-97209/72257521_zpid/
1942 NW Pettygrove St,Portland,OR,97209,2195000,6650.0,0.0,6.0,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1942-NW-Pettygrove-St-Portland-OR-97209/80926242_zpid/
1410 NW Kearney St APT 726,Portland,OR,97209,499900,1122.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1410-NW-Kearney-St-APT-726-Portland-OR-97209/63298434_zpid/
411 NW Flanders St APT 608,Portland,OR,97209,289900,682.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/411-NW-Flanders-St-APT-608-Portland-OR-97209/61807814_zpid/
1400 NW Irving St APT 101,Portland,OR,97209,699999,1377.0,1.0,2.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1400-NW-Irving-St-APT-101-Portland-OR-97209/63350338_zpid/
937 NW Glisan St UNIT 435,Portland,OR,97209,665000,1101.0,2.0,2.0,40,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/937-NW-Glisan-St-UNIT-435-Portland-OR-97209/87761174_zpid/
1420 NW Lovejoy St APT 605,Portland,OR,97209,579000,1222.0,2.0,2.0,38,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1420-NW-Lovejoy-St-APT-605-Portland-OR-97209/61808958_zpid/
2015 NW Flanders St UNIT 502,Portland,OR,97209,201975,420.0,0.0,1.0,155,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2015-NW-Flanders-St-UNIT-502-Portland-OR-97209/62966323_zpid/
820 NW 12th Ave APT 404,Portland,OR,97209,640000,1182.0,2.0,2.0,62,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/820-NW-12th-Ave-APT-404-Portland-OR-97209/53944408_zpid/
1420 NW Lovejoy St APT 518,Portland,OR,97209,360000,736.0,1.0,1.0,63,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1420-NW-Lovejoy-St-APT-518-Portland-OR-97209/61808942_zpid/
922 NW 11th Ave APT 201,Portland,OR,97209,929900,1627.0,2.0,2.0,74,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/922-NW-11th-Ave-APT-201-Portland-OR-97209/63298024_zpid/
1314 NW Irving St APT 508,Portland,OR,97209,625000,1635.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1314-NW-Irving-St-APT-508-Portland-OR-97209/53885552_zpid/
1255 NW 9th Ave APT 1403,Portland,OR,97209,2750000,2590.0,3.0,3.0,43,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1255-NW-9th-Ave-APT-1403-Portland-OR-97209/65063186_zpid/
420 NW 11th Ave UNIT 521,Portland,OR,97209,619900,1306.0,1.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/420-NW-11th-Ave-UNIT-521-Portland-OR-97209/58474828_zpid/
730 NW Naito Pkwy APT E34,Portland,OR,97209,429950,1017.0,2.0,2.0,145,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/730-NW-Naito-Pkwy-APT-E34-Portland-OR-97209/64649149_zpid/
20 NW 16th Ave APT 317,Portland,OR,97209,189000,389.0,0.0,1.0,86,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-NW-16th-Ave-APT-317-Portland-OR-97209/72259805_zpid/
620 NW Naito Pkwy APT B14,Portland,OR,97209,425000,1013.0,2.0,2.0,145,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/620-NW-Naito-Pkwy-APT-B14-Portland-OR-97209/64788471_zpid/
1030 NW 12th Ave APT 509,Portland,OR,97209,1059000,1953.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1030-NW-12th-Ave-APT-509-Portland-OR-97209/61808086_zpid/
311 NW 12th Ave UNIT 302,Portland,OR,97209,1250000,2074.0,2.0,3.0,138,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/311-NW-12th-Ave-UNIT-302-Portland-OR-97209/81912756_zpid/
1133 NW 11th Ave APT 105,Portland,OR,97209,470000,873.0,1.0,1.0,152,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1133-NW-11th-Ave-APT-105-Portland-OR-97209/61186265_zpid/
323 NW 13th Ave UNIT 406,Portland,OR,97209,529900,784.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/323-NW-13th-Ave-UNIT-406-Portland-OR-97209/83080168_zpid/
710 NW Naito Pkwy APT C10,Portland,OR,97209,369900,895.0,2.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/710-NW-Naito-Pkwy-APT-C10-Portland-OR-97209/64629936_zpid/
820 NW 12th Ave APT 604,Portland,OR,97209,1100000,1969.0,2.0,3.0,41,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/820-NW-12th-Ave-APT-604-Portland-OR-97209/53944455_zpid/
1030 NW 12th Ave APT 129,Portland,OR,97209,385000,663.0,1.0,1.0,54,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1030-NW-12th-Ave-APT-129-Portland-OR-97209/61808038_zpid/
618 NW 12th Ave APT 408,Portland,OR,97209,439500,910.0,1.0,1.0,160,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/618-NW-12th-Ave-APT-408-Portland-OR-97209/53882890_zpid/
1001 NW Lovejoy St UNIT 309,Portland,OR,97209,869000,1237.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1001-NW-Lovejoy-St-UNIT-309-Portland-OR-97209/79895726_zpid/
1260 NW Naito Pkwy UNIT 607,Portland,OR,97209,634000,1077.0,1.0,2.0,34,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1260-NW-Naito-Pkwy-UNIT-607-Portland-OR-97209/2107332689_zpid/
300 NW 8th Ave APT 1002,Portland,OR,97209,1450000,1872.0,2.0,2.0,116,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/300-NW-8th-Ave-APT-1002-Portland-OR-97209/54008627_zpid/
1420 NW Lovejoy St APT 433,Portland,OR,97209,339000,731.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1420-NW-Lovejoy-St-APT-433-Portland-OR-97209/61808932_zpid/
1030 NW 12th Ave APT 408,Portland,OR,97209,365000,610.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1030-NW-12th-Ave-APT-408-Portland-OR-97209/61788070_zpid/
420 NW 11th Ave UNIT 711,Portland,OR,97209,455000,769.0,1.0,1.0,222,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/420-NW-11th-Ave-UNIT-711-Portland-OR-97209/58474861_zpid/
1310 NW Naito Pkwy UNIT 102A,Portland,OR,97209,749000,1477.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1310-NW-Naito-Pkwy-UNIT-102A-Portland-OR-97209/83080089_zpid/
1255 NW 9th Ave APT 102,Portland,OR,97209,465000,887.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1255-NW-9th-Ave-APT-102-Portland-OR-97209/65063178_zpid/
1310 NW Naito Pkwy UNIT 809A,Portland,OR,97209,499000,853.0,1.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1310-NW-Naito-Pkwy-UNIT-809A-Portland-OR-97209/83079364_zpid/
1420 NW Lovejoy St APT 407,Portland,OR,97209,699000,1479.0,1.0,2.0,95,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1420-NW-Lovejoy-St-APT-407-Portland-OR-97209/61808912_zpid/
1260 NW Naito Pkwy UNIT 507,Portland,OR,97209,599900,1073.0,1.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1260-NW-Naito-Pkwy-UNIT-507-Portland-OR-97209/2107415277_zpid/
1260 NW Naito Pkwy UNIT 408B,Portland,OR,97209,625000,1113.0,1.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1260-NW-Naito-Pkwy-UNIT-408B-Portland-OR-97209/83076713_zpid/
333 NW 9th Ave APT 910,Portland,OR,97209,519900,982.0,1.0,1.0,188,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/333-NW-9th-Ave-APT-910-Portland-OR-97209/64773856_zpid/
1420 NW Lovejoy St APT 402,Portland,OR,97209,629000,1421.0,1.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1420-NW-Lovejoy-St-APT-402-Portland-OR-97209/61808907_zpid/
1255 NW 9th Ave APT 118,Portland,OR,97209,530000,941.0,1.0,1.0,133,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1255-NW-9th-Ave-APT-118-Portland-OR-97209/65063180_zpid/
949 NW Overton St UNIT 915,Portland,OR,97209,589950,1026.0,1.0,1.0,193,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/949-NW-Overton-St-UNIT-915-Portland-OR-97209/83077688_zpid/
NW 11th Ave APT 607,Portland,OR,97209,NA,1006.0,NA,2.0,152,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242112979_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
7416 N Jordan Ave,Portland,OR,97203,299000,929.0,2.0,1.0,NA,Coming Soon,http://www.zillow.com/homes/for_sale//homedetails/7416-N-Jordan-Ave-Portland-OR-97203/53973818_zpid/
8522 N Dana Ave,Portland,OR,97203,360000,968.0,3.0,1.0,5,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8522-N-Dana-Ave-Portland-OR-97203/53974158_zpid/
8234 N Willamette Blvd,Portland,OR,97203,329900,752.0,2.0,1.0,5,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8234-N-Willamette-Blvd-Portland-OR-97203/98874714_zpid/
7659 N Westanna Ave # 1,Portland,OR,97203,329900,915.0,2.0,1.0,5,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/7659-N-Westanna-Ave-1-Portland-OR-97203/2091040144_zpid/
N Charleston Ave # 1&2,Portland,OR,97203,119900,1306.0,NA,NA,5,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/N-Charleston-Ave-1&2-Portland-OR-97203/2091048829_zpid/
7659 N Westanna Ave,Portland,OR,97203,1799000,5462.0,6.0,4.0,8,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/7659-N-Westanna-Ave-Portland-OR-97203/2091083650_zpid/
7659 N Westanna Ave # 2,Portland,OR,97203,579900,1816.0,4.0,3.0,5,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/7659-N-Westanna-Ave-2-Portland-OR-97203/2091040140_zpid/
5275 N Newark St,Portland,OR,97203,419900,1232.0,3.0,3.0,18,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5275-N-Newark-St-Portland-OR-97203/2091998190_zpid/
5432 N Fessenden St,Portland,OR,97203,309000,1168.0,2.0,1.0,21,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5432-N-Fessenden-St-Portland-OR-97203/53843576_zpid/
9407 N Fairhaven Ave,Portland,OR,97203,299786,720.0,2.0,1.0,12,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/9407-N-Fairhaven-Ave-Portland-OR-97203/53854697_zpid/
7159 N Jordan Ave,Portland,OR,97203,457900,2700.0,3.0,2.0,24,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7159-N-Jordan-Ave-Portland-OR-97203/53956587_zpid/
4210 N Juneau St,Portland,OR,97203,274950,1080.0,3.0,2.0,20,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/4210-N-Juneau-St-Portland-OR-97203/53828058_zpid/
8539 N Princeton St,Portland,OR,97203,334900,1046.0,2.0,1.1,19,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/8539-N-Princeton-St-Portland-OR-97203/58475050_zpid/
9233 N Wall Ave,Portland,OR,97203,350000,912.0,3.0,1.0,20,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/9233-N-Wall-Ave-Portland-OR-97203/53875104_zpid/
7624 N Leonard St,Portland,OR,97203,775000,2412.0,5.0,3.0,27,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/7624-N-Leonard-St-Portland-OR-97203/2091392934_zpid/
7104 N Fessenden St,Portland,OR,97203,450000,1754.0,4.0,2.0,18,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/7104-N-Fessenden-St-Portland-OR-97203/53854718_zpid/
9531 N Woolsey Ave,Portland,OR,97203,287000,1560.0,3.0,2.5,235,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/9531-N-Woolsey-Ave-Portland-OR-97203/79896490_zpid/
10134 N Central St,Portland,OR,97203,247000,1460.0,2.0,1.0,1611,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/10134-N-Central-St-Portland-OR-97203/53880803_zpid/
7582 N Burlington Ave # 7-5,Portland,OR,97203,313000,1657.0,3.0,2.0,362,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/7582-N-Burlington-Ave-7-5-Portland-OR-97203/70515643_zpid/
8337 N Newman Ave,Portland,OR,97203,310000,1506.0,3.0,3.0,159,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8337-N-Newman-Ave-Portland-OR-97203/53868847_zpid/
5802 N Yale St,Portland,OR,97203,319000,1770.0,2.0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5802-N-Yale-St-Portland-OR-97203/53936857_zpid/
9634 N Willamette Blvd,Portland,OR,97203,345000,1606.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/9634-N-Willamette-Blvd-Portland-OR-97203/53950249_zpid/
8948 N Westanna Ave,Portland,OR,97203,329950,1772.0,3.0,2.0,195,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8948-N-Westanna-Ave-Portland-OR-97203/53919496_zpid/
7014 N Sedro St,Portland,OR,97203,450000,2102.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7014-N-Sedro-St-Portland-OR-97203/53854805_zpid/
7501 N Leavitt Ave # 2-4,Portland,OR,97203,207000,728.0,NA,1.0,949,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/7501-N-Leavitt-Ave-2-4-Portland-OR-97203/68353419_zpid/
7421 N Huron Ave,Portland,OR,97203,364900,1520.0,2.0,2.0,NA,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/7421-N-Huron-Ave-Portland-OR-97203/53956526_zpid/
9223 N Seneca St,PORTLAND,OR,97203,355000,1651.0,3.0,1.0,NA,Auction,http://www.zillow.com/homes/for_sale//homedetails/9223-N-Seneca-St-Portland-OR-97203/53921545_zpid/
8635 N Fox St,Portland,OR,97203,135000,4791.0,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/8635-N-Fox-St-Portland-OR-97203/119259787_zpid/
6809 N Seneca St,Portland,OR,97203,323000,1502.0,NA,2.5,111,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/6809-N-Seneca-St-Portland-OR-97203/68350825_zpid/
9430 N Macrum Ave,Portland,OR,97203,369900,1386.0,3.0,3.0,35,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/9430-N-Macrum-Ave-Portland-OR-97203/83080535_zpid/
7424 N Wayland Ave,Portland,OR,97203,524900,2286.0,5.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7424-N-Wayland-Ave-Portland-OR-97203/53913966_zpid/
9731 N Adriatic Ave,Portland,OR,97203,359900,1423.0,3.0,3.0,39,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/9731-N-Adriatic-Ave-Portland-OR-97203/58475057_zpid/
5516 N Depauw St,Portland,OR,97203,599900,2021.0,4.0,3.0,130,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5516-N-Depauw-St-Portland-OR-97203/53936734_zpid/
4830 N Harvard St,Portland,OR,97203,453900,1240.0,3.0,2.0,48,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/4830-N-Harvard-St-Portland-OR-97203/53973725_zpid/
6610 N Oswego Ave,Portland,OR,97203,175000,NA,NA,NA,113,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/6610-N-Oswego-Ave-Portland-OR-97203/2105159698_zpid/
6453 N Yale St,Portland,OR,97203,399000,1639.0,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6453-N-Yale-St-Portland-OR-97203/53867017_zpid/
4703 N Willamette Blvd,Portland,OR,97203,569000,2447.0,2.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4703-N-Willamette-Blvd-Portland-OR-97203/53843336_zpid/
9571 N Calhoun Ave,Portland,OR,97203,485000,2190.0,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/9571-N-Calhoun-Ave-Portland-OR-97203/54008011_zpid/
9725 N Van Houten Ave,Portland,OR,97203,439900,1445.0,3.0,3.0,189,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/9725-N-Van-Houten-Ave-Portland-OR-97203/2093121762_zpid/
6916 N Mckenna Ave,Portland,OR,97203,619900,2356.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6916-N-Mckenna-Ave-Portland-OR-97203/108700270_zpid/
6535 N Oberlin St,Portland,OR,97203,615000,2328.0,5.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6535-N-Oberlin-St-Portland-OR-97203/53920520_zpid/
7208 N Olin Ave,Portland,OR,97203,585000,2693.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7208-N-Olin-Ave-Portland-OR-97203/71245236_zpid/
8504 N Fiske Ave,Portland,OR,97203,694950,2236.0,3.0,3.0,94,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8504-N-Fiske-Ave-Portland-OR-97203/53868853_zpid/
9400 N Saint Louis Ave,Portland,OR,97203,209500,5227.0,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/9400-N-Saint-Louis-Ave-Portland-OR-97203/80930230_zpid/
9919 N Decatur St,Portland,OR,97203,349000,1410.0,3.0,2.5,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/9919-N-Decatur-St-Portland-OR-97203/61809343_zpid/
9705 N Jersey St,Portland,OR,97203,320000,1474.0,3.0,3.0,134,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/9705-N-Jersey-St-Portland-OR-97203/82336421_zpid/
8816 N Edison St,Portland,OR,97203,580000,2000.0,3.0,4.0,214,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/8816-N-Edison-St-Portland-OR-97203/2093413147_zpid/
8114 N Jersey St,Portland,OR,97203,499000,4791.0,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/8114-N-Jersey-St-Portland-OR-97203/53954158_zpid/
9812 N Exeter Ave,Portland,OR,97203,429000,1464.0,3.0,2.0,63,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/9812-N-Exeter-Ave-Portland-OR-97203/53843687_zpid/
9039 N Richmond Ave,Portland,OR,97203,350000,1456.0,3.0,1.0,52,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/9039-N-Richmond-Ave-Portland-OR-97203/53935145_zpid/
9430 N Ivanhoe St,Portland,OR,97203,550000,2167.0,3.0,4.0,153,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/9430-N-Ivanhoe-St-Portland-OR-97203/53840023_zpid/
6645 N Columbia Blvd,Portland,OR,97203,369900,1360.0,3.0,3.0,47,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6645-N-Columbia-Blvd-Portland-OR-97203/53854351_zpid/
5935 N Willamette Blvd,Portland,OR,97203,629000,3936.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5935-N-Willamette-Blvd-Portland-OR-97203/53992877_zpid/
5489 N Bowdoin St,Portland,OR,97203,649999,2109.0,4.0,4.0,96,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5489-N-Bowdoin-St-Portland-OR-97203/2092039021_zpid/
4118 N Russet St,Portland,OR,97203,239900,6098.0,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/4118-N-Russet-St-Portland-OR-97203/53992894_zpid/
8616 N Woolsey Ave,Portland,OR,97203,619850,2250.0,4.0,2.1,46,New Construction,http://www.zillow.com/homes/for_sale//homedetails/8616-N-Woolsey-Ave-Portland-OR-97203/124247587_zpid/
8622 N Dana Ave,Portland,OR,97203,190000,NA,NA,NA,48,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/8622-N-Dana-Ave-Portland-OR-97203/53974160_zpid/
9707 N Lombard St,Portland,OR,97203,349900,2551.0,4.0,1.0,185,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/9707-N-Lombard-St-Portland-OR-97203/53880666_zpid/
7552 N Heppner Ave,Portland,OR,97203,550000,1834.0,3.0,3.0,877,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/7552-N-Heppner-Ave-Portland-OR-97203/83078135_zpid/
10214 N Allegheny Ave,Portland,OR,97203,539000,1416.0,3.0,1.0,187,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/10214-N-Allegheny-Ave-Portland-OR-97203/53919037_zpid/
8120 N Jersey St,Portland,OR,97203,845000,4460.0,3.0,3.0,95,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/8120-N-Jersey-St-Portland-OR-97203/2092032984_zpid/
6635 N Columbia Way,Portland,OR,97203,545000,2912.0,2.0,2.0,54,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/6635-N-Columbia-Way-Portland-OR-97203/2091683067_zpid/
