address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
4746 NE 20th Ave,Portland,OR,97211,775000,2749.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4746-NE-20th-Ave-Portland-OR-97211/53976853_zpid/
1026 NE Prescott St,Portland,OR,97211,1086500,3800.0,4.0,4.0,263,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1026-NE-Prescott-St-Portland-OR-97211/83079639_zpid/
1111 NE Holland St,Portland,OR,97211,759900,3356.0,5.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1111-NE-Holland-St-Portland-OR-97211/53863685_zpid/
4325 NE 21st Ave,Portland,OR,97211,679000,3244.0,3.0,2.0,3,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4325-NE-21st-Ave-Portland-OR-97211/53977041_zpid/
4233 NE 18th Ave,Portland,OR,97211,650000,2150.0,3.0,2.0,3,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4233-NE-18th-Ave-Portland-OR-97211/53887756_zpid/
5735 NE 16th Ave,Portland,OR,97211,540000,2087.0,4.0,2.0,3,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5735-NE-16th-Ave-Portland-OR-97211/53921868_zpid/
4513 NE 13th Ave,Portland,OR,97211,550000,2336.0,3.0,1.0,4,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4513-NE-13th-Ave-Portland-OR-97211/53879296_zpid/
5312 NE 11th Ave # 1,Portland,OR,97211,279900,454.0,1.0,1.0,5,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/5312-NE-11th-Ave-1-Portland-OR-97211/2091040458_zpid/
4702 NE 30th Ave,Portland,OR,97211,699000,2254.0,4.0,3.0,4,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4702-NE-30th-Ave-Portland-OR-97211/53858421_zpid/
5312 NE 11th Ave # 2,Portland,OR,97211,579900,1957.0,4.0,3.0,5,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/5312-NE-11th-Ave-2-Portland-OR-97211/2091040457_zpid/
3552 NE Killingsworth St,Portland,OR,97211,499000,4791.0,NA,NA,3,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/3552-NE-Killingsworth-St-Portland-OR-97211/2091016440_zpid/
1088 NE Stafford St,Portland,OR,97211,714900,2969.0,4.0,3.0,4,New Construction,http://www.zillow.com/homes/for_sale//homedetails/1088-NE-Stafford-St-Portland-OR-97211/2091027271_zpid/
5312 NE 11th Ave,Portland,OR,97211,1899000,4648.0,5.0,4.0,8,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5312-NE-11th-Ave-Portland-OR-97211/2091082780_zpid/
5081 NE 32nd Ave,Portland,OR,97211,825000,2602.0,5.0,4.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/5081-NE-32nd-Ave-Portland-OR-97211/2091056604_zpid/
5903 NE 32nd Ave,Portland,OR,97211,769950,2743.0,5.0,4.0,8,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5903-NE-32nd-Ave-Portland-OR-97211/53888532_zpid/
919 NE Alberta St,Portland,OR,97211,950000,3487.0,1.0,1.0,6,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/919-NE-Alberta-St-Portland-OR-97211/2091050371_zpid/
1105 NE Holland St,Portland,OR,97211,450000,4791.0,NA,NA,6,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/1105-NE-Holland-St-Portland-OR-97211/2091055753_zpid/
1014 NE Wygant St,Portland,OR,97211,399950,2168.0,4.0,2.0,28,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1014-NE-Wygant-St-Portland-OR-97211/53879232_zpid/
55 NE Bridgeton Rd,Portland,OR,97211,165000,NA,1.0,1.0,26,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/55-NE-Bridgeton-Rd-Portland-OR-97211/2093594714_zpid/
5525 NE 28th Ave,Portland,OR,97211,524777,2576.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5525-NE-28th-Ave-Portland-OR-97211/53888268_zpid/
4528 NE 32nd Pl,Portland,OR,97211,899900,2625.0,4.0,3.0,11,New Construction,http://www.zillow.com/homes/for_sale//homedetails/4528-NE-32nd-Pl-Portland-OR-97211/2091135889_zpid/
3255 NE Prescott St,Portland,OR,97211,850000,2576.0,5.0,4.0,11,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3255-NE-Prescott-St-Portland-OR-97211/2091136882_zpid/
5471 NE 37th Ave,Portland,OR,97211,655000,2249.0,3.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5471-NE-37th-Ave-Portland-OR-97211/2092915050_zpid/
6446 NE 30th Ave,Portland,OR,97211,599900,2266.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6446-NE-30th-Ave-Portland-OR-97211/53888469_zpid/
1410 NE Marine Dr,Portland,OR,97211,699000,4050.0,3.0,3.0,11,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/1410-NE-Marine-Dr-Portland-OR-97211/53872283_zpid/
6231 NE 8th Ave,Portland,OR,97211,499900,1440.0,4.0,NA,11,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/6231-NE-8th-Ave-Portland-OR-97211/2144443271_zpid/
5485 NE 37th Ave,Portland,OR,97211,849000,3593.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5485-NE-37th-Ave-Portland-OR-97211/2092914860_zpid/
5437 NE 37th Ave,Portland,OR,97211,569000,1634.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5437-NE-37th-Ave-Portland-OR-97211/2091228215_zpid/
5459 NE 37th Ave,Portland,OR,97211,655000,2249.0,3.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5459-NE-37th-Ave-Portland-OR-97211/2092915017_zpid/
147 NE Lombard St,Portland,OR,97211,485000,1612.0,4.0,2.0,10,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/147-NE-Lombard-St-Portland-OR-97211/2100151942_zpid/
5400 NE 30th Ave APT 302,Portland,OR,97211,219000,594.0,1.0,1.0,166,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/5400-NE-30th-Ave-APT-302-Portland-OR-97211/60841793_zpid/
506 NE Skidmore St,Portland,OR,97211,190000,4791.0,NA,NA,474,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/506-NE-Skidmore-St-Portland-OR-97211/53903302_zpid/
5312 NE 12th Ave,Portland,OR,97211,500000,2054.0,4.0,2.0,157,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5312-NE-12th-Ave-Portland-OR-97211/53833042_zpid/
6909 NE Garfield Ave,Portland,OR,97211,374900,1040.0,2.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6909-NE-Garfield-Ave-Portland-OR-97211/53934175_zpid/
5272 NE 20th Ave,Portland,OR,97211,440000,1682.0,5.0,1.0,1054,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/5272-NE-20th-Ave-Portland-OR-97211/53976336_zpid/
6223 NE 8th Ave,Portland,OR,97211,669000,3990.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6223-NE-8th-Ave-Portland-OR-97211/53990741_zpid/
1142 NE Stafford St,Portland,OR,97211,299900,960.0,3.0,1.0,137,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1142-NE-Stafford-St-Portland-OR-97211/53863676_zpid/
4590 NE Cesar E Chavez Blvd,Portland,OR,97211,769000,2797.0,3.0,4.0,32,New Construction,http://www.zillow.com/homes/for_sale//homedetails/4590-NE-Cesar-E-Chavez-Blvd-Portland-OR-97211/2091440141_zpid/
3904 NE Going St,Portland,OR,97211,789000,3128.0,4.0,4.0,31,New Construction,http://www.zillow.com/homes/for_sale//homedetails/3904-NE-Going-St-Portland-OR-97211/2091439978_zpid/
5531 NE Cleveland Ave,Portland,OR,97211,699000,3408.0,4.0,3.0,305,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5531-NE-Cleveland-Ave-Portland-OR-97211/53933506_zpid/
9233 NE Levee Rd,Portland,OR,97211,355000,1971.0,3.0,2.0,144,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/9233-NE-Levee-Rd-Portland-OR-97211/53825824_zpid/
1212 NE Faloma Rd,Portland,OR,97211,374000,2380.0,NA,2.5,860,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1212-NE-Faloma-Rd-Portland-OR-97211/71244435_zpid/
1349 NE Webster St,Portland,OR,97211,425000,1170.0,2.0,1.0,117,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1349-NE-Webster-St-Portland-OR-97211/53953907_zpid/
245 NE Stafford St,Portland,OR,97211,372000,1341.0,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/245-NE-Stafford-St-Portland-OR-97211/53904900_zpid/
4903 NE 12th Ave,Portland,OR,97211,1275000,3270.0,5.0,3.1,62,New Construction,http://www.zillow.com/homes/for_sale//homedetails/4903-NE-12th-Ave-Portland-OR-97211/53813036_zpid/
6522 NE Grand Ave,Portland,OR,97211,649950,2532.0,4.0,3.1,105,New Construction,http://www.zillow.com/homes/for_sale//homedetails/6522-NE-Grand-Ave-Portland-OR-97211/2092142279_zpid/
4833 NE 11th Ave,Portland,OR,97211,825000,2943.0,6.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4833-NE-11th-Ave-Portland-OR-97211/53879873_zpid/
5315 NE 20th Ave,Portland,OR,97211,750000,2334.0,4.0,2.5,49,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5315-NE-20th-Ave-Portland-OR-97211/53976268_zpid/
4407 NE 31st Ave,Portland,OR,97211,829999,2891.0,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4407-NE-31st-Ave-Portland-OR-97211/53812157_zpid/
1525 NE Marine Dr,Portland,OR,97211,3875000,8690.0,5.0,6.0,277,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1525-NE-Marine-Dr-Portland-OR-97211/53872322_zpid/
5281 NE 19th Ave,Portland,OR,97211,925000,3307.0,5.0,3.1,139,New Construction,http://www.zillow.com/homes/for_sale//homedetails/5281-NE-19th-Ave-Portland-OR-97211/2092517162_zpid/
4306 NE 41st Ave,Portland,OR,97211,679900,2507.0,4.0,3.0,39,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4306-NE-41st-Ave-Portland-OR-97211/53988882_zpid/
4110 NE 12th Ave,Portland,OR,97211,649950,2191.0,4.0,2.1,216,New Construction,http://www.zillow.com/homes/for_sale//homedetails/4110-NE-12th-Ave-Portland-OR-97211/2093445517_zpid/
4736 NE 25th Ave,Portland,OR,97211,949900,3022.0,7.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4736-NE-25th-Ave-Portland-OR-97211/53902528_zpid/
2308 NE Wygant St,Portland,OR,97211,1149000,2327.0,4.0,3.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/2308-NE-Wygant-St-Portland-OR-97211/2091624887_zpid/
303 NE Buffalo St,Portland,OR,97211,375000,1020.0,3.0,1.0,84,Auction,http://www.zillow.com/homes/for_sale//homedetails/303-NE-Buffalo-St-Portland-OR-97211/53904950_zpid/
5105/07 NE 23rd Ave,Portland,OR,97211,780000,2728.0,2.0,1.0,31,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5105-07-NE-23rd-Ave-Portland-OR-97211/2091431899_zpid/
2715 NE Jarrett St,Portland,OR,97211,500000,1089.0,3.0,1.0,200,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/2715-NE-Jarrett-St-Portland-OR-97211/53888251_zpid/
6520 NE Grand Ave,Portland,OR,97211,649950,2532.0,4.0,3.1,105,New Construction,http://www.zillow.com/homes/for_sale//homedetails/6520-NE-Grand-Ave-Portland-OR-97211/2092142280_zpid/
6645 NE 32nd Pl,Portland,OR,97211,585000,3064.0,3.0,3.0,116,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6645-NE-32nd-Pl-Portland-OR-97211/53865602_zpid/
750 NE Holland St,Portland,OR,97211,165000,4098.0,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/750-NE-Holland-St-Portland-OR-97211/53858059_zpid/
1748 NE Rosa Parks Way,Portland,OR,97211,699000,2446.0,4.0,3.0,192,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/1748-NE-Rosa-Parks-Way-Portland-OR-97211/82343488_zpid/
5308 NE 30th Ave,Portland,OR,97211,1000000,5787.0,4.0,3.0,69,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5308-NE-30th-Ave-Portland-OR-97211/80623076_zpid/
4900 NE 18th Ave,Portland,OR,97211,998500,4800.0,4.0,2.0,213,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4900-NE-18th-Ave-Portland-OR-97211/53976668_zpid/
5027 NE 19th Ave,Portland,OR,97211,1095000,2950.0,5.0,3.0,168,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5027-NE-19th-Ave-Portland-OR-97211/53976521_zpid/
NE 32nd Ave,Portland,OR,97211,335000,3484.0,NA,NA,82,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/NE-32nd-Ave-Portland-OR-97211/126250158_zpid/
NE Buffalo St,Portland,OR,97211,144340,2613.0,NA,NA,256,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/NE-Buffalo-St-Portland-OR-97211/2093911129_zpid/
931 NE South Shore Rd,Portland,OR,97211,430000,2072.0,4.0,3.0,52,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/931-NE-South-Shore-Rd-Portland-OR-97211/53957656_zpid/
4736 NE 23rd Ave,Portland,OR,97211,1149000,2375.0,4.0,3.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/4736-NE-23rd-Ave-Portland-OR-97211/2091625553_zpid/
2969 NE Dekum St,Portland,OR,97211,629000,2150.0,3.0,3.0,33,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2969-NE-Dekum-St-Portland-OR-97211/124206057_zpid/
5841 NE 17th Ave,Portland,OR,97211,599000,2292.0,3.0,2.0,120,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5841-NE-17th-Ave-Portland-OR-97211/53921985_zpid/
1336 NE Holland St,Portland,OR,97211,799900,4169.0,6.0,4.0,193,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1336-NE-Holland-St-Portland-OR-97211/2093156191_zpid/
32 NE Rosa Parks Way,Portland,OR,97211,694999,4650.0,4.0,3.0,325,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/32-NE-Rosa-Parks-Way-Portland-OR-97211/53934128_zpid/
6424 NE 35th Ave,Portland,OR,97211,749500,2880.0,5.0,4.0,199,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6424-NE-35th-Ave-Portland-OR-97211/124247589_zpid/
2834 NE Killingsworth St,Portland,OR,97211,1299900,4440.0,0.0,NA,172,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2834-NE-Killingsworth-St-Portland-OR-97211/2092917969_zpid/
1412 NE Junior St,Portland,OR,97211,769500,2888.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1412-NE-Junior-St-Portland-OR-97211/2094459830_zpid/
2620 NE Lombard St,Portland,OR,97211,699000,2992.0,8.0,4.0,80,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2620-NE-Lombard-St-Portland-OR-97211/2096697658_zpid/
5515 NE Cleveland Ave,Portland,OR,97211,1150000,4752.0,5.0,5.0,692,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5515-NE-Cleveland-Ave-Portland-OR-97211/2111958794_zpid/
5914 NE 34th Ave,Portland,OR,97211,1100000,3500.0,5.0,3.0,343,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/5914-NE-34th-Ave-Portland-OR-97211/53992925_zpid/
NE Lombard St,Portland or,OR,97211,216509,6098.0,NA,NA,315,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/NE-Lombard-St-Portland-Or-OR-97211/2094658717_zpid/
1060 NE Stafford St,Portland,OR,97211,714900,2969.0,4.0,3.0,38,New Construction,http://www.zillow.com/homes/for_sale//homedetails/1060-NE-Stafford-St-Portland-OR-97211/2091518985_zpid/
3103 NE Dekum St,Portland,OR,97211,585000,2848.0,5.0,3.0,50,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3103-NE-Dekum-St-Portland-OR-97211/53963314_zpid/
7205 NE M L King Blvd,Portland,OR,97211,649000,10018.0,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/7205-NE-M-L-King-Blvd-Portland-OR-97211/80930422_zpid/
NE Cleveland Ave,Portland,OR,97211,NA,1586.0,3.0,1.5,194,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/176447699_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NE 29th Ave,Portland,OR,97211,NA,1232.0,3.0,2.0,125,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/240255375_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NE Buffalo St,Portland,OR,97211,NA,1020.0,3.0,1.0,195,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241551421_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NE Dekum St,Portland,OR,97211,NA,880.0,3.0,1.5,106,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243596285_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NE Ainsworth St,Portland,OR,97211,NA,1288.0,2.0,1.0,460,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/176447694_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NE 9th Ave,Portland,OR,97211,NA,3040.0,4.0,2.5,330,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/176447695_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NE Liberty St,Portland,OR,97211,NA,2168.0,4.0,3.0,438,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/176447701_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2829 SE Belmont St,Portland,OR,97214,275000,610.0,1.0,1.0,2,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2829-SE-Belmont-St-Portland-OR-97214/2110514208_zpid/
3504 SE Alder St,Portland,OR,97214,389900,1716.0,3.0,1.0,1,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3504-SE-Alder-St-Portland-OR-97214/53847753_zpid/
3429 SE Grant Ct,Portland,OR,97214,535000,2025.0,4.0,1.0,1,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3429-SE-Grant-Ct-Portland-OR-97214/53926395_zpid/
1 SE Washington St,Portland,OR,97214,725000,NA,4.0,2.0,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-SE-Washington-St-Portland-OR-97214/2090987679_zpid/
3463 SE Ankeny St,Portland,OR,97214,1620000,4578.0,5.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3463-SE-Ankeny-St-Portland-OR-97214/53900082_zpid/
3817-3819 SE Washington St,PORTLAND,OR,97214,725000,3168.0,4.0,2.0,1,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3817-3819-SE-Washington-St-Portland-OR-97214/53821297_zpid/
714 SE 35th Ave,Portland,OR,97214,424900,2004.0,3.0,1.0,1,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/714-SE-35th-Ave-Portland-OR-97214/53847754_zpid/
2829 SE Belmont St APT 308,Portland,OR,97214,275000,610.0,1.0,1.0,1,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2829-SE-Belmont-St-APT-308-Portland-OR-97214/68352704_zpid/
305 SE 41st Ave,Portland,OR,97214,749000,3503.0,4.0,2.0,3,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/305-SE-41st-Ave-Portland-OR-97214/53900262_zpid/
3815 SE Yamhill St,Portland,OR,97214,544900,2176.0,3.0,2.0,5,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3815-SE-Yamhill-St-Portland-OR-97214/53821339_zpid/
1945 SE 25th Ave,Portland,OR,97214,792000,2576.0,3.0,3.0,6,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1945-SE-25th-Ave-Portland-OR-97214/53878085_zpid/
2125 SE Oak St,Portland,OR,97214,925000,3756.0,6.0,4.0,7,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2125-SE-Oak-St-Portland-OR-97214/53821368_zpid/
727 SE 33rd Pl,Portland,OR,97214,367000,909.0,1.0,1.0,4,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/727-SE-33rd-Pl-Portland-OR-97214/2139375887_zpid/
3636 SE Morrison St,Portland,OR,97214,552000,1584.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3636-SE-Morrison-St-Portland-OR-97214/53964289_zpid/
1414 SE 36th Ave,Portland,OR,97214,475000,786.0,2.0,1.0,20,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1414-SE-36th-Ave-Portland-OR-97214/53964145_zpid/
2426 SE Market St,Portland,OR,97214,719000,3074.0,3.0,2.0,18,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2426-SE-Market-St-Portland-OR-97214/53878063_zpid/
3437 SE Ankeny St,Portland,OR,97214,1275000,4536.0,5.0,5.0,12,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3437-SE-Ankeny-St-Portland-OR-97214/53900084_zpid/
1914 E Burnside St,Portland,OR,97214,1175000,4299.0,3.0,5.0,19,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1914-E-Burnside-St-Portland-OR-97214/80928212_zpid/
1805 SE Madison St # 201,Portland,OR,97214,495000,1104.0,2.0,2.0,13,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1805-SE-Madison-St-201-Portland-OR-97214/2091181842_zpid/
417 SE 15th Ave,Portland,OR,97214,825000,3125.0,2.0,1.0,29,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/417-SE-15th-Ave-Portland-OR-97214/2091415748_zpid/
1733 SE Morrison St,Portland,OR,97214,2195000,7346.0,0.0,NA,14,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1733-SE-Morrison-St-Portland-OR-97214/2091189096_zpid/
1805 SE Madison St # 304,Portland,OR,97214,330000,589.0,1.0,1.0,24,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1805-SE-Madison-St-304-Portland-OR-97214/2091333658_zpid/
2107 SE Yamhill St,Portland,OR,97214,770000,2600.0,5.0,3.0,25,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/2107-SE-Yamhill-St-Portland-OR-97214/53970006_zpid/
3138 SE Belmont St APT 3,Portland,OR,97214,650000,1729.0,3.0,3.0,19,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/3138-SE-Belmont-St-APT-3-Portland-OR-97214/2099758324_zpid/
1805 SE Madison St # 301,Portland,OR,97214,330000,589.0,1.0,1.0,13,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1805-SE-Madison-St-301-Portland-OR-97214/2091181843_zpid/
2123 SE 12th Ave,Portland,OR,97214,175000,2500.0,NA,NA,223,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/2123-SE-12th-Ave-Portland-OR-97214/53960003_zpid/
2424 SE Harrison St,Portland,OR,97214,585000,3696.0,5.0,2.0,287,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2424-SE-Harrison-St-Portland-OR-97214/53917813_zpid/
2146 SE Belmont St,Portland,OR,97214,570000,3646.0,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2146-SE-Belmont-St-Portland-OR-97214/53969998_zpid/
2263 SE 41st Ave,Portland,OR,97214,610000,2344.0,4.0,3.0,95,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2263-SE-41st-Ave-Portland-OR-97214/53882787_zpid/
130 SE 31st Ave APT 6,Portland,OR,97214,275000,716.0,1.0,2.0,1155,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/130-SE-31st-Ave-APT-6-Portland-OR-97214/70515589_zpid/
28 SE 28th Ave,Portland,OR,97214,550000,1142.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/28-SE-28th-Ave-Portland-OR-97214/2116361777_zpid/
816 SE Cesar E Chavez Blvd # 2,Portland,OR,97214,212900,478.0,1.0,1.0,41,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/816-SE-Cesar-E-Chavez-Blvd-2-Portland-OR-97214/2091563943_zpid/
2026 SE 35th Pl,Portland,OR,97214,550000,2800.0,6.0,3.0,83,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2026-SE-35th-Pl-Portland-OR-97214/53926261_zpid/
1500 SE Hawthorne Blvd,Portland,OR,97214,2000000,7158.0,0.0,NA,152,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1500-SE-Hawthorne-Blvd-Portland-OR-97214/53897002_zpid/
2414 SE 30TH Ave,PORTLAND,OR,97214,550000,3227.0,4.0,2.0,74,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2414-SE-30TH-Ave-Portland-OR-97214/53997602_zpid/
3328 E Burnside St,Portland,OR,97214,575000,2354.0,3.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3328-E-Burnside-St-Portland-OR-97214/53900096_zpid/
120 SE 28th Ave,Portland,OR,97214,850000,1941.0,3.0,3.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/120-SE-28th-Ave-Portland-OR-97214/2091651074_zpid/
3819 SE Stephens St,Portland,OR,97214,949950,3246.0,6.0,4.0,31,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3819-SE-Stephens-St-Portland-OR-97214/53903717_zpid/
1720 SE Lavender St,Portland,OR,97214,675000,2434.0,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1720-SE-Lavender-St-Portland-OR-97214/53897315_zpid/
1815 SE 30th Ave,Portland,OR,97214,799000,3242.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1815-SE-30th-Ave-Portland-OR-97214/53832596_zpid/
2237 SE Oak St,Portland,OR,97214,850000,2633.0,5.0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2237-SE-Oak-St-Portland-OR-97214/2135955839_zpid/
1033 SE 16th Ave,Portland,OR,97214,675000,2737.0,0.0,NA,53,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1033-SE-16th-Ave-Portland-OR-97214/2091672536_zpid/
816 SE Cesar E Chavez Blvd # 1,Portland,OR,97214,221900,502.0,1.0,1.0,42,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/816-SE-Cesar-E-Chavez-Blvd-1-Portland-OR-97214/2091582434_zpid/
